publication_id	user_id	title	description	pages	category	publication_date
1957	781	Publication 1 of maria_morozov_781	"Description 1 line 1
Description 1 line 2"	148	History	2018-11-25
1958	782	Publication 1 of sergey_morozov_782	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	616	Art	2024-03-18
1959	783	Publication 1 of elena_morozov_783	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	638	Education	2023-01-05
1960	783	Publication 2 of elena_morozov_783	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	861	Art	2023-08-06
1961	783	Publication 3 of elena_morozov_783	"Description 3 line 1
Description 3 line 2"	667	History	2024-07-13
1962	783	Publication 4 of elena_morozov_783	"Description 4 line 1
Description 4 line 2"	529	History	2024-09-13
1963	784	Publication 1 of nikita_smirnova_784	"Description 1 line 1
Description 1 line 2"	629	Science	2022-03-20
1964	784	Publication 2 of nikita_smirnova_784	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	207	Education	2024-02-12
1965	784	Publication 3 of nikita_smirnova_784	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	280	Technology	2025-04-03
1966	784	Publication 4 of nikita_smirnova_784	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	79	Business	2026-01-23
1967	785	Publication 1 of anna_ivanov_785	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	77	Science	2025-12-18
1968	785	Publication 2 of anna_ivanov_785	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	809	Technology	2025-05-24
1969	785	Publication 3 of anna_ivanov_785	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	741	Education	2025-06-03
1970	785	Publication 4 of anna_ivanov_785	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	157	Art	2025-10-01
1971	786	Publication 1 of elena_sokolova_786	"Description 1 line 1
Description 1 line 2"	517	Art	2023-07-09
1972	786	Publication 2 of elena_sokolova_786	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	862	Business	2023-03-07
1973	786	Publication 3 of elena_sokolova_786	"Description 3 line 1
Description 3 line 2"	120	Education	2025-12-28
1974	786	Publication 4 of elena_sokolova_786	"Description 4 line 1
Description 4 line 2"	207	Art	2025-11-09
1975	787	Publication 1 of daria_smirnova_787	"Description 1 line 1
Description 1 line 2"	618	Art	2024-11-09
1976	787	Publication 2 of daria_smirnova_787	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	81	Education	2025-07-06
1977	788	Publication 1 of elena_ivanov_788	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	149	Art	2025-03-11
1978	788	Publication 2 of elena_ivanov_788	"Description 2 line 1
Description 2 line 2"	827	History	2024-12-16
1979	788	Publication 3 of elena_ivanov_788	"Description 3 line 1
Description 3 line 2"	219	Education	2023-01-05
1980	788	Publication 4 of elena_ivanov_788	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	200	Science	2023-12-08
1981	789	Publication 1 of nikita_kuznetsov_789	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	426	Science	2023-03-12
1982	789	Publication 2 of nikita_kuznetsov_789	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	198	Art	2023-05-20
1983	789	Publication 3 of nikita_kuznetsov_789	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	25	Technology	2023-05-19
1984	789	Publication 4 of nikita_kuznetsov_789	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	783	Science	2024-06-28
1985	790	Publication 1 of ivan_kuznetsov_790	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	491	History	2025-02-09
1986	790	Publication 2 of ivan_kuznetsov_790	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	857	Business	2023-06-12
1987	791	Publication 1 of anna_morozov_791	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	559	Education	2025-12-03
1988	792	Publication 1 of alexey_morozov_792	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	484	History	2022-08-19
1989	792	Publication 2 of alexey_morozov_792	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	329	History	2021-07-13
1990	792	Publication 3 of alexey_morozov_792	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	458	Business	2022-08-27
1991	792	Publication 4 of alexey_morozov_792	"Description 4 line 1
Description 4 line 2"	595	Science	2024-04-29
1992	793	Publication 1 of olga_petrova_793	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	563	Art	2023-08-20
1993	794	Publication 1 of ivan_sidorov_794	"Description 1 line 1
Description 1 line 2"	182	Science	2022-04-19
1994	794	Publication 2 of ivan_sidorov_794	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	897	Science	2021-06-11
1995	794	Publication 3 of ivan_sidorov_794	"Description 3 line 1
Description 3 line 2"	31	Science	2022-07-11
1996	794	Publication 4 of ivan_sidorov_794	"Description 4 line 1
Description 4 line 2"	636	Science	2023-08-03
1997	795	Publication 1 of elena_petrova_795	"Description 1 line 1
Description 1 line 2"	603	Science	2025-04-20
1998	795	Publication 2 of elena_petrova_795	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	767	Business	2022-12-25
1999	795	Publication 3 of elena_petrova_795	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	19	Education	2024-04-16
2000	795	Publication 4 of elena_petrova_795	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	501	Art	2025-04-14
2001	796	Publication 1 of ivan_kuznetsov_796	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	466	Science	2021-10-15
2002	796	Publication 2 of ivan_kuznetsov_796	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	347	Education	2021-07-14
2003	796	Publication 3 of ivan_kuznetsov_796	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	218	Art	2022-01-16
2004	796	Publication 4 of ivan_kuznetsov_796	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4"	394	Education	2023-02-20
2005	797	Publication 1 of elena_kuznetsov_797	"Description 1 line 1
Description 1 line 2"	573	Technology	2023-02-22
2006	797	Publication 2 of elena_kuznetsov_797	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	733	Education	2024-05-04
2007	798	Publication 1 of olga_smirnova_798	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	278	Business	2023-11-05
2008	799	Publication 1 of pavel_volkova_799	"Description 1 line 1
Description 1 line 2"	18	Art	2021-12-14
2009	799	Publication 2 of pavel_volkova_799	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	574	Business	2021-02-20
2010	799	Publication 3 of pavel_volkova_799	"Description 3 line 1
Description 3 line 2"	713	History	2023-11-19
2011	800	Publication 1 of nikita_volkova_800	"Description 1 line 1
Description 1 line 2"	485	Education	2019-06-26
2012	800	Publication 2 of nikita_volkova_800	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	428	Science	2020-02-21
2013	800	Publication 3 of nikita_volkova_800	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	585	Technology	2018-10-21
2014	800	Publication 4 of nikita_volkova_800	"Description 4 line 1
Description 4 line 2"	101	Business	2024-01-22
2015	801	Publication 1 of olga_morozov_801	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	763	History	2022-02-06
2016	801	Publication 2 of olga_morozov_801	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	752	Science	2024-05-17
2017	802	Publication 1 of sergey_morozov_802	"Description 1 line 1
Description 1 line 2"	350	Technology	2025-02-21
2018	802	Publication 2 of sergey_morozov_802	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	513	Technology	2025-02-12
2019	802	Publication 3 of sergey_morozov_802	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	95	History	2025-06-21
2020	802	Publication 4 of sergey_morozov_802	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	13	Education	2025-09-06
2021	803	Publication 1 of daria_volkova_803	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	428	Education	2024-01-14
2022	803	Publication 2 of daria_volkova_803	"Description 2 line 1
Description 2 line 2"	664	Technology	2024-12-19
2023	804	Publication 1 of anna_kuznetsov_804	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	841	Technology	2024-10-01
2024	804	Publication 2 of anna_kuznetsov_804	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	753	History	2025-03-15
2025	804	Publication 3 of anna_kuznetsov_804	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	177	Art	2025-05-27
2026	805	Publication 1 of ivan_morozov_805	"Description 1 line 1
Description 1 line 2"	113	Business	2025-12-22
2027	805	Publication 2 of ivan_morozov_805	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	12	Business	2025-12-30
2028	805	Publication 3 of ivan_morozov_805	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	703	Education	2025-11-24
2029	806	Publication 1 of olga_petrova_806	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	424	Art	2025-04-19
2030	806	Publication 2 of olga_petrova_806	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	877	Science	2025-12-18
2031	806	Publication 3 of olga_petrova_806	"Description 3 line 1
Description 3 line 2"	196	Science	2026-01-31
2032	806	Publication 4 of olga_petrova_806	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	263	Science	2024-03-30
2033	807	Publication 1 of maria_morozov_807	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	573	Education	2021-04-01
2034	807	Publication 2 of maria_morozov_807	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	842	Science	2024-03-06
2035	808	Publication 1 of sergey_petrova_808	"Description 1 line 1
Description 1 line 2"	605	Business	2023-10-27
2036	809	Publication 1 of sergey_volkova_809	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	355	Education	2018-12-20
2037	810	Publication 1 of sergey_sidorov_810	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	150	History	2025-05-23
2038	810	Publication 2 of sergey_sidorov_810	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	489	Science	2025-08-09
2039	810	Publication 3 of sergey_sidorov_810	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	38	Education	2025-02-02
2040	810	Publication 4 of sergey_sidorov_810	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	512	Science	2025-11-10
2041	811	Publication 1 of pavel_ivanov_811	"Description 1 line 1
Description 1 line 2"	699	Business	2022-09-28
2042	812	Publication 1 of sergey_ivanov_812	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	176	Science	2022-01-30
2043	812	Publication 2 of sergey_ivanov_812	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	30	History	2024-04-14
2044	812	Publication 3 of sergey_ivanov_812	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	723	Business	2024-11-12
2045	813	Publication 1 of anna_morozov_813	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	810	Technology	2019-09-05
2046	814	Publication 1 of anna_smirnova_814	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	34	Science	2025-03-06
2047	814	Publication 2 of anna_smirnova_814	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	625	Science	2022-11-30
2048	814	Publication 3 of anna_smirnova_814	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	82	History	2019-09-16
2049	815	Publication 1 of alexey_morozov_815	"Description 1 line 1
Description 1 line 2"	849	Science	2022-07-23
2050	815	Publication 2 of alexey_morozov_815	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4
Description 2 line 5"	527	Education	2025-07-12
2051	816	Publication 1 of nikita_sokolova_816	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4
Description 1 line 5"	514	Art	2024-07-01
2052	816	Publication 2 of nikita_sokolova_816	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	793	Education	2024-06-18
2053	816	Publication 3 of nikita_sokolova_816	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4
Description 3 line 5"	174	Technology	2025-08-01
2054	817	Publication 1 of maria_kuznetsov_817	"Description 1 line 1
Description 1 line 2"	481	Technology	2024-09-27
2055	817	Publication 2 of maria_kuznetsov_817	"Description 2 line 1
Description 2 line 2
Description 2 line 3"	502	Business	2022-06-28
2056	817	Publication 3 of maria_kuznetsov_817	"Description 3 line 1
Description 3 line 2
Description 3 line 3
Description 3 line 4"	324	Technology	2022-06-28
2057	817	Publication 4 of maria_kuznetsov_817	"Description 4 line 1
Description 4 line 2
Description 4 line 3"	462	Art	2025-02-12
2058	818	Publication 1 of alexey_volkova_818	"Description 1 line 1
Description 1 line 2
Description 1 line 3
Description 1 line 4"	275	History	2023-06-06
2059	818	Publication 2 of alexey_volkova_818	"Description 2 line 1
Description 2 line 2
Description 2 line 3
Description 2 line 4"	56	History	2025-05-28
2060	818	Publication 3 of alexey_volkova_818	"Description 3 line 1
Description 3 line 2
Description 3 line 3"	157	History	2025-06-26
2061	818	Publication 4 of alexey_volkova_818	"Description 4 line 1
Description 4 line 2
Description 4 line 3
Description 4 line 4
Description 4 line 5"	497	History	2023-07-12
2062	819	Publication 1 of olga_smirnova_819	"Description 1 line 1
Description 1 line 2
Description 1 line 3"	190	Science	2023-02-16
2063	819	Publication 2 of olga_smirnova_819	"Description 2 line 1
Description 2 line 2"	713	Education	2024-09-17
